,ds,yhat,yhat_lower,yhat_upper,y,cutoff
0,2018-01-02 00:00:00,-9.841155388614949,0.11895406693060145,0.4150990020738019,11.286083838996005,2018-01-01 23:00:00
1,2018-01-02 01:00:00,-13.195190078588178,0.04529071822572768,0.3460911322799015,4.874304322887734,2018-01-01 23:00:00
2,2018-01-02 02:00:00,-15.58517521764323,0.0038684500819326406,0.3002400868942304,1.1127719071876594,2018-01-01 23:00:00
3,2018-01-02 03:00:00,-16.97720184461041,-0.03007802184738121,0.2615865217299509,-0.2039328148702843,2018-01-01 23:00:00
4,2018-01-02 04:00:00,-17.20661066316257,-0.032410412002331225,0.2578067245611521,-0.6585495347624077,2018-01-01 23:00:00
5,2018-01-02 05:00:00,-15.98799937366894,-0.013352467734854425,0.2820747336171024,1.779543096362786,2018-01-01 23:00:00
6,2018-01-02 06:00:00,-13.024743464786841,0.04893537907962467,0.3445469048524733,10.703500931282393,2018-01-01 23:00:00
7,2018-01-02 07:00:00,-8.767535226541623,0.15542656491314152,0.43829162986417874,27.039395066072938,2018-01-01 23:00:00
8,2018-01-02 08:00:00,-4.2740971497412,0.24569516452619428,0.5269737503505931,35.73436077541723,2018-01-01 23:00:00
9,2018-01-02 09:00:00,-0.6385459487314581,0.3094819514869552,0.5980922941706661,39.095156971360545,2018-01-01 23:00:00
10,2018-01-02 10:00:00,1.6092278604090933,0.3564947162944182,0.657019757608984,40.39165650586773,2018-01-01 23:00:00
11,2018-01-02 11:00:00,2.768797113959981,0.38850892640133916,0.6803345111514798,40.54319541249843,2018-01-01 23:00:00
12,2018-01-02 12:00:00,2.9788339557248276,0.3889234090997173,0.6870168627601266,40.105416348898615,2018-01-01 23:00:00
13,2018-01-02 13:00:00,2.863466250791784,0.37463652067259934,0.6826929964035894,40.24685266175393,2018-01-01 23:00:00
14,2018-01-02 14:00:00,2.092736853407362,0.3696303240206895,0.6692959108920025,36.44154233969388,2018-01-01 23:00:00
15,2018-01-02 15:00:00,0.7544003674852068,0.33995820593027304,0.6370224059195773,35.09789736756826,2018-01-01 23:00:00
16,2018-01-02 16:00:00,-0.5348659781054211,0.30021156131083593,0.616407610343861,34.4344937096516,2018-01-01 23:00:00
17,2018-01-02 17:00:00,-0.7354028596659644,0.30925710826511893,0.6113932084599505,34.953093523454456,2018-01-01 23:00:00
18,2018-01-02 18:00:00,0.4719951523609028,0.32774699735971735,0.625509967849539,38.202761187868575,2018-01-01 23:00:00
19,2018-01-02 19:00:00,2.5811196652779116,0.3748089818527115,0.6760087223981336,44.5337199537738,2018-01-01 23:00:00
20,2018-01-02 20:00:00,3.9202969790849695,0.4171905108123509,0.7049961676320082,45.73256108178565,2018-01-01 23:00:00
21,2018-01-02 21:00:00,3.1023393671836517,0.3954949198827131,0.6893840934346599,42.637799855260695,2018-01-01 23:00:00
22,2018-01-02 22:00:00,0.143201415341574,0.34042263415633683,0.6182050345291353,33.380456425753536,2018-01-01 23:00:00
23,2018-01-02 23:00:00,-4.189109870619479,0.23084327420793888,0.5328554768875906,22.1059617724287,2018-01-01 23:00:00
24,2018-01-03 00:00:00,-6.001056596659088,0.1956173677027321,0.49794316716953874,14.135015283653347,2018-01-02 23:00:00
25,2018-01-03 01:00:00,-9.501413422599779,0.11996679294889062,0.4175652696341678,7.123815203539171,2018-01-02 23:00:00
26,2018-01-03 02:00:00,-11.837612077154448,0.08032295919860465,0.3656586537515984,2.9144011304638937,2018-01-02 23:00:00
27,2018-01-03 03:00:00,-13.310106830222518,0.04237573940833831,0.3425520113573126,1.5842262833720924,2018-01-02 23:00:00
28,2018-01-03 04:00:00,-13.680779120007518,0.03164862948920878,0.33395389248500545,0.8568395315446815,2018-01-02 23:00:00
29,2018-01-03 05:00:00,-12.551020762082368,0.05398963050272703,0.3569003350558629,3.358915256580645,2018-01-02 23:00:00
30,2018-01-03 06:00:00,-9.53660035455918,0.12763004088676166,0.42490826191829384,12.461352248198619,2018-01-02 23:00:00
31,2018-01-03 07:00:00,-5.104706718769345,0.21707971535460785,0.5160903941158023,26.652128971350017,2018-01-02 23:00:00
32,2018-01-03 08:00:00,-0.7232325474678425,0.3042228719197484,0.6138164641326713,36.47521765227848,2018-01-02 23:00:00
33,2018-01-03 09:00:00,2.8179998891022513,0.3828204581288291,0.679812650088264,41.297522414393526,2018-01-02 23:00:00
34,2018-01-03 10:00:00,4.961442990900898,0.43236225273973755,0.7288406374232181,44.18349670289393,2018-01-02 23:00:00
35,2018-01-03 11:00:00,5.9525724325630796,0.44775653695578166,0.7564204765364444,42.86679198083599,2018-01-02 23:00:00
36,2018-01-03 12:00:00,6.346643316040391,0.461717326167133,0.755248478965711,43.70193973293413,2018-01-02 23:00:00
37,2018-01-03 13:00:00,6.0046061710147285,0.45336985706832084,0.7459598623214881,41.14598350776282,2018-01-02 23:00:00
38,2018-01-03 14:00:00,5.278303821281905,0.44212096724395333,0.7333441044564518,35.44475308718965,2018-01-02 23:00:00
39,2018-01-03 15:00:00,3.781659269611714,0.4055703079797557,0.6996009284318074,34.511946928596174,2018-01-02 23:00:00
40,2018-01-03 16:00:00,2.385006518023242,0.3900324212542075,0.6748612732305896,34.33010024063932,2018-01-02 23:00:00
41,2018-01-03 17:00:00,2.0908379732786777,0.3630732478505719,0.6611411662819751,34.84533252318374,2018-01-02 23:00:00
42,2018-01-03 18:00:00,3.248314140985161,0.39984444860783924,0.6853082785040425,35.49863358732502,2018-01-02 23:00:00
43,2018-01-03 19:00:00,5.261069758260442,0.4379021969087844,0.7339166822665728,42.55697910505765,2018-01-02 23:00:00
